Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,Year,ERW,TSI_Both_Mskd,Above_TSI_Both_Rate
Pacific Islander,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
White,57829,A+ Academy,57,Dallas County,10,Richardson,445.0,,,865.0,<25,<25,100.0,<25,,2018,420.0,<25,
Multiracial,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,100.0,<25,,2018,,<25,
Missing Ethnicity,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Economically Disadvantaged,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,926.0,<75,<75,85.3,<25,1.7,2018,465.0,<25,13.8
Not Economically Disadvantaged,57829,A+ Academy,57,Dallas County,10,Richardson,455.0,,,955.0,<25,<25,100.0,<25,,2018,500.0,<25,
Missing Econ,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Female,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,934.0,<50,<50,88.9,<25,,2018,473.0,<25,12.5
Male,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,920.0,<50,<50,82.4,<25,3.6,2018,459.0,<25,14.3
Missing Gender,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Bil/ESL,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,50.0,<25,,2018,,<25,
Not Bil/ESL,57829,A+ Academy,57,Dallas County,10,Richardson,463.0,,,931.0,<75,<75,86.8,<25,1.7,2018,468.0,<25,13.6
Missing Bil/ESL,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
CTE,57829,A+ Academy,57,Dallas County,10,Richardson,464.0,,,936.0,<75,<50,84.9,<25,2.2,2018,472.0,<25,15.6
Not CTE,57829,A+ Academy,57,Dallas County,10,Richardson,450.0,,,901.0,<25,<25,88.2,<25,,2018,451.0,<25,6.7
Missing CTE,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Gifted,57829,A+ Academy,57,Dallas County,10,Richardson,518.0,,,1054.0,<25,<25,100.0,<25,20.0,2018,536.0,<25,20.0
Not Gifted,57829,A+ Academy,57,Dallas County,10,Richardson,455.0,,,916.0,<75,<75,84.6,<25,,2018,460.0,<25,12.7
Missing Gifted,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Special Ed,57829,A+ Academy,57,Dallas County,10,Richardson,357.0,,,734.0,<25,<25,58.3,<25,,2018,377.0,<25,
Not Special Ed,57829,A+ Academy,57,Dallas County,10,Richardson,474.0,,,953.0,<75,<75,91.4,<25,1.9,2018,478.0,<25,15.1
Missing Special Ed,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Title1,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,85.7,<25,1.7,2018,467.0,<25,13.3
Not Title1,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Title1,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
At-Risk,57829,A+ Academy,57,Dallas County,10,Richardson,411.0,,,826.0,<25,<25,66.7,<25,,2018,415.0,<25,
Not At-Risk,57829,A+ Academy,57,Dallas County,10,Richardson,479.0,,,964.0,<50,<50,95.7,<25,2.3,2018,485.0,<25,18.2
Missing At-Risk,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
English Learner,57829,A+ Academy,57,Dallas County,10,Richardson,340.0,,,700.0,<25,<25,66.7,<25,,2018,360.0,<25,
Not English Learner,57829,A+ Academy,57,Dallas County,10,Richardson,465.0,,,935.0,<75,<75,86.6,<25,1.7,2018,470.0,<25,13.8
Missing English Learner,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Immigrant,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Immigrant,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,85.7,<25,1.7,2018,467.0,<25,13.3
Missing Immigrant,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Migrant,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Migrant,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,85.7,<25,1.7,2018,467.0,<25,13.3
Missing Migrant,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Dyslexia,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,100.0,<25,,2018,,<25,
Not Dyslexia,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,85.5,<25,1.7,2018,467.0,<25,13.6
Missing Dyslexia,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Homeless,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Homeless,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,87.0,<25,1.7,2018,467.0,<25,13.3
Missing Homeless,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,1,0,,0,,2018,,0,
Foster Care,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Foster Care,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,85.7,<25,1.7,2018,467.0,<25,13.3
Missing Foster Care,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Military-Connected,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Military-Connected,57829,A+ Academy,57,Dallas County,10,Richardson,461.0,,,927.0,<75,<75,85.7,<25,1.7,2018,467.0,<25,13.3
Missing Military-Connected,57829,A+ Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
All Students,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,453.0,,,900.0,<100,<75,55.6,<25,,2018,447.0,<25,5.5
African American,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,452.0,,,948.0,<25,<25,83.3,<25,,2018,496.0,<25,
American Indian,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Asian,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Hispanic,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,453.0,,,895.0,<100,<75,53.8,<25,,2018,442.0,<25,6.0
Pacific Islander,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
White,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Multiracial,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Ethnicity,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Economically Disadvantaged,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,450.0,,,896.0,<100,<75,53.1,<25,,2018,447.0,<25,5.9
Not Economically Disadvantaged,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,520.0,,,993.0,<25,<25,100.0,<25,,2018,473.0,<25,
Missing Econ,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Female,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,456.0,,,917.0,<75,<50,72.7,<25,,2018,461.0,<25,7.5
Male,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,443.0,,,853.0,<50,<25,34.1,<25,,2018,411.0,<25,
Missing Gender,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Bil/ESL,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,419.0,,,828.0,<50,<25,57.1,<25,,2018,409.0,<25,
Not Bil/ESL,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,468.0,,,933.0,<75,<50,53.5,<25,,2018,465.0,<25,7.9
Missing Bil/ESL,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
CTE,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,457.0,,,905.0,<50,<50,63.4,<25,,2018,448.0,<25,3.8
Not CTE,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,450.0,,,899.0,<75,<50,48.3,<25,,2018,449.0,<25,7.1
Missing CTE,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Gifted,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,480.0,,,940.0,<25,<25,80.0,<25,,2018,460.0,<25,25.0
Not Gifted,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,451.0,,,899.0,<100,<75,53.2,<25,,2018,447.0,<25,4.0
Missing Gifted,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Special Ed,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,425.0,,,840.0,<25,<25,33.3,<25,,2018,415.0,<25,
Not Special Ed,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,455.0,,,904.0,<100,<75,55.9,<25,,2018,450.0,<25,5.8
Missing Special Ed,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Title1,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,54.5,<25,,2018,448.0,<25,5.6
Not Title1,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Title1,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
At-Risk,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,439.0,,,862.0,<75,<50,42.6,<25,,2018,423.0,<25,3.4
Not At-Risk,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,470.0,,,948.0,<50,<50,80.6,<25,,2018,477.0,<25,8.0
Missing At-Risk,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
English Learner,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,419.0,,,828.0,<50,<25,57.1,<25,,2018,409.0,<25,
Not English Learner,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,468.0,,,933.0,<75,<50,53.5,<25,,2018,465.0,<25,7.9
Missing English Learner,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Immigrant,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Immigrant,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,54.5,<25,,2018,448.0,<25,5.6
Missing Immigrant,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Migrant,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Migrant,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,54.5,<25,,2018,448.0,<25,5.6
Missing Migrant,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Dyslexia,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Dyslexia,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,55.1,<25,,2018,448.0,<25,5.6
Missing Dyslexia,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Homeless,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Homeless,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,54.5,<25,,2018,448.0,<25,5.6
Missing Homeless,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Foster Care,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Foster Care,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,54.5,<25,,2018,448.0,<25,5.6
Missing Foster Care,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Military-Connected,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Military-Connected,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,454.0,,,902.0,<100,<75,54.5,<25,,2018,448.0,<25,5.6
Missing Military-Connected,57830,Inspired Vision Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
All Students,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
African American,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
American Indian,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Asian,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Hispanic,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Pacific Islander,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
White,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Multiracial,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Ethnicity,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Economically Disadvantaged,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Not Economically Disadvantaged,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Econ,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Female,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,452.0,,,920.0,<25,<25,41.7,<25,,2018,468.0,<25,20.0
Male,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,410.0,,,860.0,<25,<25,22.7,<25,,2018,450.0,<25,
Missing Gender,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Bil/ESL,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Bil/ESL,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing Bil/ESL,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
CTE,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,414.0,,,867.0,<25,<25,35.0,<25,,2018,453.0,<25,
Not CTE,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,470.0,,,943.0,<25,<25,21.4,<25,,2018,473.0,<25,33.3
Missing CTE,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Gifted,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Gifted,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing Gifted,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Special Ed,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Special Ed,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,31.3,<25,,2018,459.0,<25,10.0
Missing Special Ed,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Title1,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Not Title1,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Title1,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
At-Risk,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,9.1,<25,,2018,,<25,
Not At-Risk,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,448.0,,,914.0,<25,<25,34.8,<25,,2018,466.0,<25,12.5
Missing At-Risk,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
English Learner,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not English Learner,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing English Learner,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Immigrant,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Immigrant,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,439.0,,,900.0,<50,<25,26.5,<25,,2018,461.0,<25,11.1
Missing Immigrant,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Migrant,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Migrant,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing Migrant,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Dyslexia,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Dyslexia,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,439.0,,,900.0,<50,<25,26.5,<25,,2018,461.0,<25,11.1
Missing Dyslexia,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,1,,0,,2018,,0,
Homeless,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Homeless,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing Homeless,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Foster Care,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Foster Care,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing Foster Care,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Military-Connected,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Military-Connected,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,431.0,,,890.0,<50,<25,29.4,<25,,2018,459.0,<25,10.0
Missing Military-Connected,57831,Gateway Charter Academy,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
All Students,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,434.0,,,891.0,<350,<25,4.9,<25,,2018,456.0,<25,18.8
African American,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,408.0,,,846.0,<125,<25,7.4,<25,,2018,438.0,<25,
American Indian,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Asian,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,505.0,,,1045.0,<25,<25,40.0,<25,,2018,540.0,<25,50.0
Hispanic,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,517.0,,,1007.0,<150,<25,2.1,<25,,2018,490.0,<25,66.7
Pacific Islander,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
White,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<50,<25,2.2,<25,,2018,,<25,
Multiracial,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,11.1,<25,,2018,,<25,
Missing Ethnicity,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Economically Disadvantaged,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,447.0,,,910.0,<225,<25,5.0,<25,,2018,463.0,<25,20.0
Not Economically Disadvantaged,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,413.0,,,858.0,<125,<25,4.8,<25,,2018,445.0,<25,16.7
Missing Econ,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Female,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,432.0,,,884.0,<175,<25,7.8,<25,,2018,453.0,<25,16.7
Male,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,443.0,,,910.0,<175,<25,2.3,<25,,2018,468.0,<25,25.0
Missing Gender,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Bil/ESL,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Bil/ESL,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,434.0,,,891.0,<325,<25,5.1,<25,,2018,456.0,<25,18.8
Missing Bil/ESL,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
CTE,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,424.0,,,867.0,<100,<25,7.6,<25,,2018,443.0,<25,14.3
Not CTE,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,442.0,,,909.0,<250,<25,3.8,<25,,2018,467.0,<25,22.2
Missing CTE,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Gifted,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Not Gifted,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,434.0,,,891.0,<350,<25,4.9,<25,,2018,456.0,<25,18.8
Missing Gifted,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Special Ed,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<50,<25,2.3,<25,,2018,,<25,
Not Special Ed,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,441.0,,,901.0,<300,<25,5.3,<25,,2018,460.0,<25,20.0
Missing Special Ed,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
Title1,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,434.0,,,891.0,<350,<25,4.9,<25,,2018,456.0,<25,18.8
Not Title1,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
Missing Title1,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,0,0,,0,,2018,,0,
At-Risk,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,429.0,,,893.0,<200,<25,4.3,<25,,2018,464.0,<25,12.5
Not At-Risk,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,438.0,,,885.0,<150,<25,4.3,<25,,2018,447.0,<25,16.7
Missing At-Risk,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,445.0,,,900.0,0,2,,0,,2018,455.0,1,50.0
English Learner,57834,Evolution Academy Charter School,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2018,,<25,
