Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay,Year
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,2.0,173800.0,86900.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,5.0,423264.0,84653.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,169722.0,169722.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,9.0,876946.0,97438.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,134.87,7562219.0,56069.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,21.96,489952.0,22311.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,21.96,489952.0,22311.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,5.0,144999.0,29000.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,3.0,111275.0,37092.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,3.0,80600.0,26867.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,2.0,54669.0,27335.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,HUMAN RESOURCES (CRT-HR SPECIA,1.0,68000.0,68000.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,INFORMATION TECHNOLOGY TECHNIC,3.0,103303.0,34434.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,1.0,59733.0,59733.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,18.0,622579.0,34588.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,174.83,8674750.0,49617.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,22.71,1242643.0,54719.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),5.12,293357.0,57244.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),11.58,619833.0,53523.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),11.99,643360.0,53658.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,8.22,444892.0,54146.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,20.67,1057544.0,51172.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,21.86,1160468.0,53085.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,26.02,1442124.0,55429.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,28.19,1563549.0,55458.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,24.33,1338006.0,54987.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,21.87,1204879.0,55101.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,20.1,1017534.0,50618.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,12.59,680985.0,54076.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,106.78,5735926.0,53716.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,342.04,18445100.0,53927.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,ATHLETIC TRAINER,0.99,63630.0,64318.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,ATHLETICS - OTHR THAN ATHL DIR,2.64,180740.0,68387.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,2.0,149261.0,74631.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,5.0,311229.0,62246.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,6.0,461924.0,76987.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LIBRARIAN,0.99,59706.0,60352.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LSSP/PSYCHOLOGIST,1.0,68175.0,68175.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,MAINTENANCE-SRV IN PRF/MGT RLE,9.0,576691.0,64077.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,8.0,466209.0,58276.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,23.19,1623602.0,70012.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,14.79,908906.0,61472.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,4.95,254978.0,51547.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,4.99,331380.0,66419.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,23.0,1472446.0,64019.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,106.53,6928877.0,65039.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,14.0,925882.0,66134.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,6.0,949979.0,158330.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,1.0,90900.0,90900.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.0,135239.0,135239.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1.0,90900.0,90900.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,3.0,300000.0,100000.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,10.0,862380.0,86238.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,244471.0,244471.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,37.0,3599751.0,97291.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,485.57,28973728.0,59669.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,72.82,1617539.0,22214.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,72.82,1617539.0,22214.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,2.0,79590.0,39795.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,28.8,889308.0,30882.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,14.0,540785.0,38628.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,19.0,464385.0,24441.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,INFORMATION TECHNOLOGY TECHNIC,7.0,263593.0,37656.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,1.4,48320.0,34514.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,5.94,152333.0,25663.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,TRANSPORTATION,2.73,27911.0,10234.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,80.86,2466225.0,30500.0,2018-2019
10,DALLAS COUNTY,57807.0,LIFE SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,639.25,33057492.0,51713.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,4.52,209425.0,46357.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,3.66,175880.0,48099.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),9.31,473515.0,50861.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,0.11,5321.0,47551.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,0.34,15957.0,47548.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,0.44,20945.0,47548.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,18.37,901043.0,49044.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,4.43,319661.0,72158.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,0.49,27344.0,55804.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,3.25,151908.0,46741.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,0.49,15900.0,32449.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,RESEARCH/EVALUATN PROFESSIONAL,0.95,47600.0,50105.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,1.0,75078.0,75078.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,10.61,637491.0,60084.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,0.49,37118.0,75751.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,1.0,76048.0,76048.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,2.0,145444.0,72722.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,0.49,45588.0,93037.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,3.98,304198.0,76432.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,32.96,1842732.0,55904.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,10.5,223069.0,21250.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,10.5,223069.0,21250.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,0.98,34717.0,35426.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,2.0,61172.0,30586.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,0.49,18806.0,38380.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,1.85,38380.0,20746.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,1.5,34532.0,23021.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,0.49,15902.0,32453.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,7.31,203509.0,27840.0,2018-2019
10,DALLAS COUNTY,57805.0,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,50.77,2269310.0,44698.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,1.09,60829.0,56012.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,2.44,125247.0,51264.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),2.19,122648.0,56070.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),1.35,67489.0,49966.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),1.82,103800.0,56930.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,2.83,151101.0,53485.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,2.88,169966.0,59073.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,3.68,201498.0,54825.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,3.18,162502.0,51122.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,3.5,176869.0,50521.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,2.42,120467.0,49696.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.12,108812.0,51305.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,1.95,103701.0,53265.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,1.88,100105.0,53216.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,17.18,952727.0,55440.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,50.51,2727761.0,54009.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.0,62500.0,62500.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,2.86,166349.0,58170.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,2.0,155569.0,77785.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,1.0,40898.0,40898.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,89244.0,89244.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,7.86,514560.0,65468.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,58.37,3242321.0,55552.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,1.95,76943.0,39527.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,1.95,76943.0,39527.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,2.0,75000.0,37500.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,2.43,75060.0,30940.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,4.43,150060.0,33904.0,2018-2019
10,DALLAS COUNTY,57844.0,MANARA ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,64.74,3469324.0,53590.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,64.66,4988496.0,77153.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,144.69,9300136.0,64275.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),1.44,86407.0,60047.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),52.09,3578361.0,68696.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),118.58,7378695.0,62226.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,196.45,14377592.0,73188.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,157.81,10264832.0,65044.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,159.52,10676503.0,66929.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,165.64,11209524.0,67675.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 4,171.04,11988197.0,70090.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 5,155.63,10077581.0,64752.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 6,158.48,10008322.0,63151.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 7,137.44,8776585.0,63860.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 8,137.74,8839782.0,64178.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADES 9-12,806.93,53697539.0,66545.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,2628.14,175248552.0,66682.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,5.31,357374.0,67349.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETICS - OTHR THAN ATHL DIR,1.0,19390.0,19390.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,AUDIOLOGIST,2.0,138195.0,69098.0,2018-2019
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,6.0,574516.0,95753.0,2018-2019
